source,target,version,fromRole,toRole
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.service.BlockchainService,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Information Holder,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Information Holder,Coordinator
wallet.ui.AbstractOnDemandServiceActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Coordinator
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Coordinator
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.BlockListFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.BlockListFragment,wallet.service.BlockchainService,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Information Holder
wallet.ui.BlockListFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.CurrencyCalculatorLink,wallet.ExchangeRatesProvider,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Service Provider
wallet.ui.CurrencyCalculatorLink,wallet.ui.CurrencyAmountView,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.CurrencyCalculatorLink,wallet.util.WalletUtils,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Service Provider
wallet.ui.ExchangeRatesActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Coordinator
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.ImportKeysActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.NetworkMonitorActivity,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Coordinator
wallet.ui.NetworkMonitorActivity,wallet.ui.BlockListFragment,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.NetworkMonitorActivity,wallet.ui.PeerListFragment,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.PreferencesActivity,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractBindServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Information Holder
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractBindServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Information Holder
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyCalculatorLink,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.ScanActivity,wallet.camera.CameraManager,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Structurer
wallet.ui.ScanActivity,wallet.ui.ScannerView,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractBindServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Information Holder
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.AbstractBindServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AddressAndLabel,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyCalculatorLink,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.TransactionsListAdapter,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Structurer
wallet.ui.SendCoinsQrActivity,wallet.ui.AbstractOnDemandServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Service Provider
wallet.ui.SendingAddressesFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.TransactionsListFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.TransactionsListFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.TransactionsListFragment,wallet.ui.TransactionsListAdapter,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Structurer
wallet.ui.TransactionsListFragment,wallet.util.ThrottlingWalletChangeListener,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Service Provider
wallet.ui.WalletActionsFragment,wallet.ui.WalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Coordinator,Interfacer
wallet.ui.WalletActivity,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.WalletActivity,wallet.ui.AbstractOnDemandServiceActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Service Provider
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.AddressBookActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.WalletAddressesFragment,wallet.ui.WalletAddressesAdapter,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Structurer
wallet.ui.WalletBalanceFragment,wallet.ExchangeRatesProvider,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Service Provider
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.AbstractWalletActivity,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Coordinator
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyTextView,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Interfacer,Interfacer
wallet.ui.WalletBalanceLoader,wallet.util.ThrottlingWalletChangeListener,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Service Provider
wallet.util.CrashReporter,wallet.WalletApplication,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Interfacer
wallet.util.Crypto,wallet.Constants,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Information Holder
wallet.util.Nfc,wallet.Constants,2014-01-01-bitcoin-wallet-483e0227dd9a10bdbe65686245904033eaeb4ae8,Service Provider,Information Holder
wallet.Configuration,wallet.ExchangeRatesProvider,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Service Provider
wallet.ExchangeRatesProvider,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Information Holder
wallet.WalletApplication,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.offline.AcceptBluetoothService,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.offline.AcceptBluetoothService,wallet.offline.AcceptBluetoothThread,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.service.BlockchainServiceImpl,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.service.BlockchainService,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Coordinator
wallet.ui.AbstractOnDemandServiceActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Coordinator
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.BlockListFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.BlockListFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.BlockListFragment,wallet.service.BlockchainService,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.BlockListFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.CurrencyCalculatorLink,wallet.ExchangeRatesProvider,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Service Provider
wallet.ui.CurrencyCalculatorLink,wallet.ui.CurrencyAmountView,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Interfacer
wallet.ui.CurrencyCalculatorLink,wallet.util.WalletUtils,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Information Holder,Service Provider
wallet.ui.ExchangeRateLoader,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Information Holder
wallet.ui.ExchangeRatesActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Coordinator
wallet.ui.ExchangeRatesFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.ImportKeysActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.InputParser,wallet.PaymentIntent,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Structurer
wallet.ui.NetworkMonitorActivity,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Coordinator
wallet.ui.NetworkMonitorActivity,wallet.ui.BlockListFragment,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Interfacer
wallet.ui.NetworkMonitorActivity,wallet.ui.PeerListFragment,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Interfacer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.PreferencesActivity,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.ReportIssueDialogBuilder,wallet.ui.DialogBuilder,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Service Provider
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractBindServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Information Holder
wallet.ui.RequestCoinsFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractBindServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyCalculatorLink,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.RequestPaymentRequestTask,wallet.PaymentIntent,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Structurer
wallet.ui.ScanActivity,wallet.camera.CameraManager,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.ui.ScanActivity,wallet.ui.ScannerView,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.PaymentIntent,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Structurer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractBindServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Information Holder
wallet.ui.SendCoinsFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.PaymentIntent,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.AbstractBindServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AddressAndLabel,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyCalculatorLink,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.TransactionsListAdapter,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.ui.SendCoinsQrActivity,wallet.ui.AbstractOnDemandServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Service Provider
wallet.ui.SendingAddressesFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.TransactionsListFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.TransactionsListFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.TransactionsListFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.TransactionsListFragment,wallet.ui.TransactionsListAdapter,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.ui.TransactionsListFragment,wallet.util.ThrottlingWalletChangeListener,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Service Provider
wallet.ui.WalletActionsFragment,wallet.ui.WalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Coordinator,Interfacer
wallet.ui.WalletActivity,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.WalletActivity,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletActivity,wallet.ui.AbstractOnDemandServiceActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Service Provider
wallet.ui.WalletAddressFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.AddressBookActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.WalletAddressesAdapter,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.ui.WalletBalanceFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.ui.WalletBalanceFragment,wallet.ExchangeRatesProvider,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Service Provider
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.AbstractWalletActivity,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Coordinator
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyTextView,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Interfacer
wallet.ui.WalletBalanceLoader,wallet.util.ThrottlingWalletChangeListener,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Service Provider
wallet.ui.WalletDisclaimerFragment,wallet.Configuration,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Information Holder
wallet.util.CrashReporter,wallet.WalletApplication,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Interfacer
wallet.util.Crypto,wallet.Constants,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Information Holder
wallet.util.Nfc,wallet.Constants,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Service Provider,Information Holder
wallet.util.PaymentProtocol,wallet.PaymentIntent,2014-04-01-bitcoin-wallet-167bfef352c056c46f16ae4d56aff250a544bf82,Interfacer,Structurer
wallet.Configuration,wallet.ExchangeRatesProvider,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Service Provider
wallet.ExchangeRatesProvider,wallet.Configuration,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Service Provider,Information Holder
wallet.WalletApplication,wallet.Configuration,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Information Holder
wallet.offline.AcceptBluetoothService,wallet.WalletApplication,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Interfacer
wallet.offline.AcceptBluetoothService,wallet.offline.AcceptBluetoothThread,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Coordinator
wallet.service.BlockchainServiceImpl,wallet.Configuration,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Information Holder
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.service.BlockchainService,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Information Holder
wallet.ui.AbstractBindServiceActivity,wallet.ui.AbstractWalletActivity,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Coordinator
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Coordinator,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Coordinator
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Interfacer
wallet.ui.BlockListFragment,wallet.Configuration,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Information Holder
wallet.ui.BlockListFragment,wallet.WalletApplication,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Interfacer
wallet.ui.BlockListFragment,wallet.service.BlockchainService,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Information Holder
wallet.ui.BlockListFragment,wallet.ui.AbstractWalletActivity,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Interfacer,Coordinator
wallet.ui.CurrencyCalculatorLink,wallet.ExchangeRatesProvider,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Service Provider
wallet.ui.CurrencyCalculatorLink,wallet.ui.CurrencyAmountView,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Interfacer
wallet.ui.CurrencyCalculatorLink,wallet.util.WalletUtils,2014-07-02-bitcoin-wallet-f739bc8c80de46bea2d03d757bee0909bbfc751c,Information Holder,Service Provider
